4970	http://dbpedia.org/resource/Bag_Raiders
3640	http://dbpedia.org/resource/Taken_by_Cars
4971	http://dbpedia.org/resource/Earshot
3638	http://dbpedia.org/resource/The_Carpenters
4969	http://dbpedia.org/resource/The_Amity_Affliction
2306	http://dbpedia.org/resource/Toad_the_Wet_Sprocket
3639	http://dbpedia.org/resource/Michael_Bolton
2305	http://dbpedia.org/resource/Chickenfoot
2304	http://dbpedia.org/resource/Donnie_McClurkin
2303	http://dbpedia.org/resource/Floetry
2302	http://dbpedia.org/resource/Solange
2301	http://dbpedia.org/resource/Dondria
2300	http://dbpedia.org/resource/Eve
3630	http://dbpedia.org/resource/Vitamin_String_Quartet
4961	http://dbpedia.org/resource/Dead_Man's_Bones
4962	http://dbpedia.org/resource/Crush_40
3631	http://dbpedia.org/resource/Paula_Seling
3632	http://dbpedia.org/resource/Reamonn
4963	http://dbpedia.org/resource/Chris_Rice
3633	http://dbpedia.org/resource/Kim_Kibum
4964	http://dbpedia.org/resource/Nick_Cannon
3634	http://dbpedia.org/resource/Lee_Kyu-hyun
4965	http://dbpedia.org/resource/The_Platters
4966	http://dbpedia.org/resource/Modern_Talking
2309	http://dbpedia.org/resource/Pop_Evil
3635	http://dbpedia.org/resource/G.NA
4967	http://dbpedia.org/resource/Kiosk_(band)
2308	http://dbpedia.org/resource/Asteria_(band)
3636	http://dbpedia.org/resource/Mir_(South_Korean_singer)
3637	http://dbpedia.org/resource/Bread_(band)
4968	http://dbpedia.org/resource/Vanness_Wu
2307	http://dbpedia.org/resource/Scott_Joplin
4980	http://dbpedia.org/resource/Vanilla_Sky_(band)
4981	http://dbpedia.org/resource/Astrud_Gilberto
3650	http://dbpedia.org/resource/Reckless_Kelly_(band)
3651	http://dbpedia.org/resource/Josh_Abbott_Band
4982	http://dbpedia.org/resource/Violeta_Parra
2320	http://dbpedia.org/resource/Matt_Cardle
3649	http://dbpedia.org/resource/Casey_Donahew
2317	http://dbpedia.org/resource/Bad_Books
1	http://dbpedia.org/resource/Rihanna
2316	http://dbpedia.org/resource/Lisa_Marie_Presley
2	http://dbpedia.org/resource/The_Classic_Crime
2315	http://dbpedia.org/resource/Eddie_Van_Halen
3	http://dbpedia.org/resource/Gorillaz
2314	http://dbpedia.org/resource/Kierra_Sheard
2313	http://dbpedia.org/resource/El_DeBarge
4	http://dbpedia.org/resource/T.I.
2312	http://dbpedia.org/resource/JoJo_(singer)
5	http://dbpedia.org/resource/Katy_Perry
6	http://dbpedia.org/resource/Kid_Cudi
2311	http://dbpedia.org/resource/Gianmarco_Conti
7	http://dbpedia.org/resource/The_Beatles
2310	http://dbpedia.org/resource/Reik
4972	http://dbpedia.org/resource/The_Berzerker
3641	http://dbpedia.org/resource/University_of_the_Philippines_Madrigal_Singers
8	http://dbpedia.org/resource/Coheed_and_Cambria
4973	http://dbpedia.org/resource/Sixx:A.M.
9	http://dbpedia.org/resource/Bob_Marley
3642	http://dbpedia.org/resource/Milla_Jovovich
3643	http://dbpedia.org/resource/Symphony_of_Science
4974	http://dbpedia.org/resource/Fight_Fair
3644	http://dbpedia.org/resource/Flatfoot_56
4975	http://dbpedia.org/resource/New_Years_Day_(band)
4976	http://dbpedia.org/resource/The_Brilliant_Green
3645	http://dbpedia.org/resource/Lower_Class_Brats
3646	http://dbpedia.org/resource/The_Unseen_(band)
4977	http://dbpedia.org/resource/Koji_Kondo
4978	http://dbpedia.org/resource/Sash!
3647	http://dbpedia.org/resource/Joe_Nichols
2319	http://dbpedia.org/resource/Priscilla_Ahn
3648	http://dbpedia.org/resource/Before_You_Exit
2318	http://dbpedia.org/resource/Harry_Judd
4979	http://dbpedia.org/resource/David_Draiman
4990	http://dbpedia.org/resource/Sierra_Kay
4991	http://dbpedia.org/resource/Zombie_Girl
3660	http://dbpedia.org/resource/Angel_Taylor
3661	http://dbpedia.org/resource/Natalie_Imbruglia
4992	http://dbpedia.org/resource/American_Bang
4993	http://dbpedia.org/resource/Mikeschair
3662	http://dbpedia.org/resource/Cliff_Richard
2331	http://dbpedia.org/resource/Jedi_Mind_Tricks
1000	http://dbpedia.org/resource/Sevendust
2330	http://dbpedia.org/resource/Dishwalla
2328	http://dbpedia.org/resource/Cavalera_Conspiracy
2327	http://dbpedia.org/resource/Electric_Six
2326	http://dbpedia.org/resource/Soulfly
2325	http://dbpedia.org/resource/NYPC
2324	http://dbpedia.org/resource/Miami_Horror
2323	http://dbpedia.org/resource/Babas�nicos
2322	http://dbpedia.org/resource/Tom_Fletcher
2321	http://dbpedia.org/resource/LZ7
4983	http://dbpedia.org/resource/Revive_(band)
3652	http://dbpedia.org/resource/Easy_Star_All-Stars
4984	http://dbpedia.org/resource/Josh_Gracin
3653	http://dbpedia.org/resource/Eagles_of_Death_Metal
3654	http://dbpedia.org/resource/Anybody_Killa
4985	http://dbpedia.org/resource/Cephalic_Carnage
4986	http://dbpedia.org/resource/The_Dan_Band
3655	http://dbpedia.org/resource/Emma_Hewitt
3656	http://dbpedia.org/resource/Ashley_Wallbridge
4987	http://dbpedia.org/resource/Jamie_Woon
3657	http://dbpedia.org/resource/Amr_Mostafa
4988	http://dbpedia.org/resource/The_Sunshine_Underground
3658	http://dbpedia.org/resource/IiO
4989	http://dbpedia.org/resource/Matt_Darey
3659	http://dbpedia.org/resource/Sybreed
2329	http://dbpedia.org/resource/The_Calling
3670	http://dbpedia.org/resource/Davey_Havok
3671	http://dbpedia.org/resource/Michelle_Williams_(singer)
3672	http://dbpedia.org/resource/The_Subways
3673	http://dbpedia.org/resource/The_Von_Bondies
1011	http://dbpedia.org/resource/Nidji
2342	http://dbpedia.org/resource/Buckethead
2341	http://dbpedia.org/resource/Crowded_House
1010	http://dbpedia.org/resource/M2M_(band)
2340	http://dbpedia.org/resource/The_Dead_Milkmen
2339	http://dbpedia.org/resource/Roxy_Music
1008	http://dbpedia.org/resource/Mika_(singer)
1007	http://dbpedia.org/resource/D'Masiv
2338	http://dbpedia.org/resource/Madball
1006	http://dbpedia.org/resource/Mandy_Moore
2337	http://dbpedia.org/resource/XTC
2336	http://dbpedia.org/resource/The_Lemonheads
1005	http://dbpedia.org/resource/Deep_Purple
1004	http://dbpedia.org/resource/K'naan
2335	http://dbpedia.org/resource/Rick_James
2334	http://dbpedia.org/resource/Deicide_(band)
1003	http://dbpedia.org/resource/Animals_as_Leaders
1002	http://dbpedia.org/resource/Saliva_(band)
2333	http://dbpedia.org/resource/Robert_Johnson
1001	http://dbpedia.org/resource/Armin_van_Buuren
2332	http://dbpedia.org/resource/The_Neptunes
3663	http://dbpedia.org/resource/Claudio_Abbado
4994	http://dbpedia.org/resource/Arnold_Schoenberg
4995	http://dbpedia.org/resource/Katie_Herzig
3664	http://dbpedia.org/resource/Tokyo_Jihen
3665	http://dbpedia.org/resource/Lhasa_de_Sela
4996	http://dbpedia.org/resource/Anggun
3666	http://dbpedia.org/resource/Ryan_Giggs
4997	http://dbpedia.org/resource/Agent_Orange_(band)
3667	http://dbpedia.org/resource/Lisa_Lashes
4998	http://dbpedia.org/resource/Hanzel_und_Gretyl
4999	http://dbpedia.org/resource/Emerson_Drive
