2	995	43.0	14364
2	3894	33.0	14364
2	9322	35.0	14364
2	96	24.0	14334
2	52	41.0	14334
2	63	40.0	14334
4	157	24.0	13786
4	165	18.0	13786
4	53	18.0	13786
4	184	24.0	13786
4	192	24.0	13786
4	706	72.0	13786
4	70	18.0	13786
4	8266	83.0	13786
4	463	24.0	13786
4	80	18.0	13786
4	1745	18.0	13786
4	467	24.0	13786
4	726	89.0	13786
4	1248	73.0	13786
4	632	87.0	13786
4	162	77.0	13756
4	2370	76.0	13756
4	3416	76.0	13756
4	1917	7.0	13725
4	163	75.0	13694
4	151	14.0	13664
4	156	79.0	13664
4	1824	15.0	13664
4	173	78.0	13664
4	174	88.0	13664
4	175	14.0	13664
4	188	76.0	13664
4	72	18.0	13664
4	2961	6.0	13633
4	918	91.0	13633
4	167	80.0	13633
4	193	25.0	13633
4	170	78.0	13603
4	183	85.0	13603
4	1385	84.0	13603
4	152	75.0	13572
4	920	76.0	13572
4	51	25.0	13572
4	181	82.0	13572
4	1870	92.0	13572
4	1873	78.0	13572
4	217	84.0	13572
5	12726	97.0	14213
5	195	95.0	13969
5	202	95.0	13969
5	4114	96.0	13969
5	8722	99.0	13969
5	215	95.0	13969
5	1239	95.0	13969
5	154	94.0	13969
5	733	96.0	13969
5	222	94.0	13969
5	862	94.0	13969
5	863	96.0	13969
5	2786	96.0	13969
5	3749	96.0	13969
5	232	94.0	13969
5	233	94.0	13969
5	3691	98.0	13969
5	236	99.0	13969
5	4079	95.0	13969
5	10610	95.0	13969
5	53	95.0	13969
5	182	99.0	13969
5	951	95.0	13969
5	190	95.0	13969
5	447	98.0	13969
8	291	130.0	13452
8	345	136.0	13452
8	348	73.0	13452
8	334	131.0	13452
8	335	73.0	13452
9	4179	137.0	13999
9	9556	137.0	13999
9	221	137.0	13999
9	1375	137.0	13999
9	481	137.0	13999
9	5731	137.0	13999
9	486	137.0	13999
9	3302	137.0	13999
9	488	137.0	13999
9	3946	137.0	13999
9	10603	137.0	13999
9	1901	137.0	13999
9	2546	137.0	13999
9	371	137.0	13999
9	4980	137.0	13999
9	376	137.0	13999
9	377	137.0	13999
9	493	138.0	13969
9	3351	160.0	13847
9	384	144.0	13817
9	2050	143.0	13817
9	1922	140.0	13817
9	2051	143.0	13817
9	517	138.0	13817
9	390	139.0	13817
9	395	140.0	13817
9	396	139.0	13817
9	403	73.0	13817
9	406	139.0	13817
9	920	138.0	13817
9	12702	141.0	13817
9	16163	73.0	13817
9	11049	73.0	13817
9	1194	73.0	13817
9	955	89.0	13817
9	2369	138.0	13817
9	1475	143.0	13817
9	5571	140.0	13817
9	6730	73.0	13817
9	8396	141.0	13817
9	209	73.0	13817
9	5073	142.0	13817
9	1874	73.0	13817
9	5332	142.0	13817
9	8404	141.0	13817
9	5080	140.0	13817
9	5087	139.0	13817
9	4321	138.0	13817
9	1378	79.0	13817
9	3427	79.0	13817
9	5091	139.0	13817
9	3429	138.0	13817
9	229	73.0	13817
9	490	138.0	13817
9	1131	138.0	13817
9	3563	138.0	13817
9	4332	138.0	13817
9	1519	73.0	13817
9	2544	143.0	13817
9	370	138.0	13817
9	4342	138.0	13817
9	1912	140.0	13817
9	504	138.0	13817
9	4987	144.0	13817
9	2941	73.0	13817
9	382	141.0	13817
10	440	165.0	13969
10	416	165.0	13909
10	208	81.0	13909
10	430	165.0	13909
10	1377	81.0	13725
10	211	81.0	13725
10	3258	81.0	13725
10	428	79.0	13725
10	431	79.0	13725
10	217	166.0	13572
11	3576	24.0	14425
11	482	167.0	14395
11	230	171.0	14395
11	326	167.0	14395
11	234	170.0	14395
11	1450	167.0	14395
11	469	109.0	14395
11	89	24.0	14395
11	540	169.0	14395
11	17436	102.0	14395
11	456	167.0	14364
11	257	167.0	14334
11	2179	102.0	14303
11	455	172.0	14183
12	967	79.0	14913
12	468	167.0	14913
12	3124	179.0	14882
12	58	187.0	14882
12	88	102.0	14882
12	1118	79.0	14882
12	8356	39.0	14882
12	173	81.0	14882
12	2380	177.0	14882
12	3404	24.0	14882
12	5478	79.0	14882
12	8047	183.0	14882
12	423	134.0	14882
12	436	170.0	14882
12	11222	185.0	14882
12	4074	84.0	14882
12	1274	5.0	14852
12	1034	79.0	14821
12	536	182.0	14821
12	2075	14.0	14821
12	1714	73.0	14821
12	691	187.0	14821
12	191	109.0	14821
12	3468	84.0	14821
12	13214	78.0	14821
12	504	73.0	14821
12	517	177.0	14790
12	3616	84.0	14790
12	1055	196.0	14760
12	36	189.0	14729
12	1609	24.0	14729
12	2121	84.0	14729
12	7276	185.0	14729
12	12918	195.0	14729
12	1151	195.0	14729
12	4740	183.0	14729
12	154	81.0	14729
12	1185	194.0	14729
12	181	82.0	14729
12	701	73.0	14729
12	190	81.0	14729
12	707	73.0	14729
12	217	84.0	14729
12	227	195.0	14729
12	229	84.0	14729
12	237	79.0	14729
12	4923	191.0	14729
12	13147	134.0	14729
12	872	190.0	14729
12	6006	185.0	14729
12	930	89.0	14729
12	1979	198.0	14729
12	5079	179.0	14729
12	2018	39.0	14729
12	1510	84.0	14729
12	10827	179.0	14699
12	3238	196.0	14699
12	9262	79.0	14668
12	10824	183.0	14668
12	6762	18.0	14668
12	1132	191.0	14668
12	726	191.0	14668
12	1797	79.0	14668
12	503	5.0	14668
12	512	177.0	14640
12	515	190.0	14640
12	516	189.0	14640
12	14340	197.0	14640
12	518	179.0	14640
12	519	177.0	14640
12	520	187.0	14640
12	4104	180.0	14640
12	522	179.0	14640
12	15371	185.0	14640
12	3085	78.0	14640
12	16	190.0	14640
12	17	61.0	14640
12	1044	177.0	14640
12	537	178.0	14640
12	7711	170.0	14640
12	4135	179.0	14640
12	3113	192.0	14640
12	45	181.0	14640
12	6191	178.0	14640
12	6202	84.0	14640
12	72	18.0	14640
12	1104	73.0	14640
12	2643	180.0	14640
12	3667	167.0	14640
12	7766	167.0	14640
12	5217	79.0	14640
12	2150	180.0	14640
12	6772	186.0	14640
12	1145	177.0	14640
12	2179	197.0	14640
12	1179	182.0	14640
12	1181	186.0	14640
12	1182	178.0	14640
12	8350	177.0	14640
12	4255	81.0	14640
12	4262	176.0	14640
12	3240	177.0	14640
12	1194	178.0	14640
12	1197	178.0	14640
12	1200	180.0	14640
12	2745	90.0	14640
12	189	79.0	14640
12	6853	185.0	14640
12	198	73.0	14640
12	15566	79.0	14640
12	209	182.0	14640
12	230	182.0	14640
12	233	189.0	14640
12	234	170.0	14640
12	238	187.0	14640
12	1270	61.0	14640
12	6390	191.0	14640
12	785	61.0	14640
12	278	197.0	14640
12	12573	81.0	14640
12	288	167.0	14640
12	289	39.0	14640
12	2850	194.0	14640
12	302	109.0	14640
12	815	73.0	14640
12	6461	186.0	14640
12	1854	79.0	14640
12	320	167.0	14640
12	2370	82.0	14640
12	325	39.0	14640
12	4428	79.0	14640
12	855	170.0	14640
12	344	193.0	14640
12	349	167.0	14640
12	2923	103.0	14640
12	371	183.0	14640
12	883	82.0	14640
12	377	177.0	14640
12	378	190.0	14640
12	2941	79.0	14640
12	1406	182.0	14640
12	2439	193.0	14640
12	2956	177.0	14640
12	403	169.0	14640
12	405	79.0	14640
12	407	184.0	14640
12	412	182.0	14640
12	2976	103.0	14640
12	2978	79.0	14640
12	1444	167.0	14640
12	10161	61.0	14640
12	2500	90.0	14640
12	4036	90.0	14640
12	966	79.0	14640
12	9160	195.0	14640
12	972	39.0	14640
12	466	39.0	14640
12	978	177.0	14640
12	7639	177.0	14640
12	475	103.0	14640
12	6621	197.0	14640
12	2014	179.0	14640
12	486	176.0	14640
12	487	179.0	14640
