1	1800018548	5.0
2	1800353817	5.0
3	1800024381	5.0
3	1800025331	5.0
3	1800422570	4.0
3	1800018548	5.0
3	1800018933	3.0
3	1800020789	5.0
6	1800249529	5.0
6	1800024255	5.0
6	1800021618	5.0
6	1800026423	5.0
6	1800359665	5.0
7	1800051573	5.0
7	1800022229	4.0
9	1800080788	5.0
9	1800022581	5.0
11	1800253043	4.0
14	1800247315	1.0
15	1800018964	5.0
18	1800018964	5.0
20	1800021136	5.0
21	1800120902	5.0
21	1800025557	5.0
22	1800180950	5.0
22	1800362899	5.0
22	1800108021	5.0
22	1800379216	3.0
25	1800068037	5.0
25	1800072405	5.0
27	1800198675	5.0
28	1800018710	5.0
30	1800024381	5.0
30	1800023997	4.0
30	1800025331	4.0
30	1800023347	4.0
30	1800254903	5.0
30	1800018548	5.0
30	1800026869	5.0
30	1800020789	5.0
34	1800018964	3.0
35	1802821765	4.0
35	1802834401	5.0
35	1800197968	5.0
35	1800058326	4.0
35	1800109559	3.0
36	1800026145	5.0
40	1800026145	5.0
45	1800233344	5.0
46	1800230976	5.0
46	1800022581	5.0
47	1800071079	5.0
50	1800018964	5.0
52	1800219620	4.0
55	1800192947	5.0
56	1800249488	5.0
56	1800192947	5.0
59	1800248377	5.0
59	1800209781	4.0
59	1800019187	5.0
59	1800099442	5.0
59	1800288820	3.0
59	1800076081	5.0
59	1800057265	5.0
59	1800026231	5.0
59	1800019191	3.0
59	1800023863	5.0
62	1800060404	5.0
62	1800379216	4.0
62	1800022581	5.0
63	1800237318	4.0
63	1800340322	5.0
64	1800142580	5.0
66	1800053311	5.0
66	1800099442	5.0
66	1800112049	5.0
66	1800104240	5.0
66	1800253043	4.0
67	1800019665	5.0
67	1800025780	1.0
67	1800018548	5.0
67	1800361264	5.0
69	1800021959	5.0
69	1800379216	1.0
73	1800026404	4.0
73	1800267682	4.0
74	1800025652	5.0
74	1800238578	5.0
74	1800022581	5.0
76	1800341652	3.0
76	1800212880	4.0
76	1800214928	4.0
76	1800243088	5.0
76	1800080788	5.0
76	1800021141	5.0
76	1800217234	4.0
76	1800249512	5.0
76	1800340649	4.0
76	1800022700	3.0
76	1800021677	5.0
76	1800252071	4.0
76	1800028321	5.0
76	1800263585	3.0
76	1808411942	4.0
76	1800252065	4.0
76	1800106663	5.0
76	1800071079	5.0
76	1800019111	4.0
76	1800039098	4.0
76	1802821765	4.0
76	1800182207	4.0
76	1800037822	5.0
76	1800244920	5.0
76	1800024255	4.0
76	1800019388	3.0
76	1800250043	5.0
76	1800253370	4.0
76	1800181940	4.0
76	1800353972	4.0
76	1800115893	5.0
77	1800026231	3.0
77	1800228066	5.0
78	1800242003	5.0
78	1800361264	5.0
80	1800233344	5.0
80	1800126213	1.0
81	1800022581	4.0
85	1800022899	3.0
85	1800099377	5.0
85	1800119952	5.0
87	1800290305	1.0
88	1800020374	4.0
88	1800025911	5.0
88	1800018676	5.0
90	1800379216	4.0
92	1800235955	5.0
93	1800249089	5.0
95	1800026643	4.0
95	1800344656	4.0
96	1800238578	4.0
97	1800194298	3.0
97	1800242421	3.0
97	1800026231	4.0
97	1802837000	4.0
97	1800019191	3.0
97	1800018676	4.0
101	1800367007	5.0
103	1800141045	4.0
103	1800019316	5.0
103	1800023604	5.0
103	1800249202	4.0
105	1800267910	4.0
105	1800243088	5.0
106	1800089654	5.0
106	1800102868	2.0
109	1800192947	5.0
111	1800223031	5.0
111	1800256439	5.0
111	1800018964	5.0
112	1800222436	4.0
113	1800379216	4.0
114	1800263395	5.0
115	1800026145	5.0
115	1800018727	5.0
